filename,label,x,y,color,participant
26702_right,EX,327,231,green,annotator_1
26702_right,EX,324,222,green,annotator_1
26098_right,MA,105,428,red,annotator_1
26098_right,MA,87,430,red,annotator_1
26098_right,MA,53,335,red,annotator_1
26098_right,MA,126,126,red,annotator_1
26098_right,MA,342,349,red,annotator_1
26098_right,MA,373,349,red,annotator_1
26098_right,MA,401,327,red,annotator_1
26098_right,MA,391,328,red,annotator_1
26098_right,MA,386,320,red,annotator_1
26098_right,MA,207,429,red,annotator_1
26098_right,MA,208,402,red,annotator_1
26098_right,HE,258,428,blue,annotator_1
26098_right,HE,146,344,blue,annotator_1
26098_right,HE,360,335,blue,annotator_1
26098_right,MA,372,371,red,annotator_1
26098_right,MA,344,333,red,annotator_1
26098_right,MA,351,328,red,annotator_1
26098_right,MA,466,253,red,annotator_1
26098_right,MA,476,260,red,annotator_1
26098_right,HE,384,189,blue,annotator_1
26098_right,MA,404,132,red,annotator_1
26098_right,MA,205,95,red,annotator_1
26098_right,HE,198,81,blue,annotator_1
26098_right,HE,89,85,blue,annotator_1
26098_right,HE,87,165,blue,annotator_1
26098_right,HE,45,223,blue,annotator_1
26098_right,HE,34,219,blue,annotator_1
26098_right,HE,56,225,blue,annotator_1
26098_right,MA,80,212,red,annotator_1
26098_right,MA,41,243,red,annotator_1
26098_right,HE,50,306,blue,annotator_1
26098_right,HE,28,184,blue,annotator_1
26098_right,EX,23,224,green,annotator_1
26098_right,EX,13,228,green,annotator_1
26098_right,EX,17,209,green,annotator_1
26098_right,EX,29,203,green,annotator_1
26098_right,EX,40,205,green,annotator_1
26098_right,EX,48,212,green,annotator_1
22776_right,HE,198,145,blue,annotator_1
22776_right,MA,316,243,red,annotator_1
22550_right,HE,102,240,blue,annotator_1
22550_right,EX,191,248,green,annotator_1
22550_right,EX,182,246,green,annotator_1
22550_right,EX,169,247,green,annotator_1
22550_right,EX,164,260,green,annotator_1
22550_right,EX,167,277,green,annotator_1
22550_right,EX,152,183,green,annotator_1
22550_right,EX,200,168,green,annotator_1
22550_right,EX,198,153,green,annotator_1
22550_right,EX,192,146,green,annotator_1
22550_right,HE,343,313,blue,annotator_1
22550_right,HE,351,304,blue,annotator_1
22550_right,EX,309,316,green,annotator_1
22550_right,MA,266,289,red,annotator_1
22550_right,MA,259,404,red,annotator_1
22550_right,MA,275,410,red,annotator_1
22550_right,EX,284,123,green,annotator_1
22492_right,HE,385,398,blue,annotator_1
20589_right,MA,342,393,red,annotator_1
20589_right,MA,352,388,red,annotator_1
20589_right,MA,410,134,red,annotator_1
20589_right,MA,320,133,red,annotator_1
20589_right,MA,429,102,red,annotator_1
20589_right,MA,450,116,red,annotator_1
20589_right,MA,444,261,red,annotator_1
20589_right,MA,470,250,red,annotator_1
20589_right,MA,132,152,red,annotator_1
20589_right,MA,38,188,red,annotator_1
20589_right,MA,105,118,red,annotator_1
20589_right,MA,82,134,red,annotator_1
20589_right,MA,76,146,red,annotator_1
20589_right,MA,49,130,red,annotator_1
20589_right,HE,29,165,blue,annotator_1
20589_right,HE,367,87,blue,annotator_1
20589_right,HE,388,80,blue,annotator_1
19024_left,EX,329,240,green,annotator_1
19024_left,EX,421,379,green,annotator_1
19024_left,HE,482,213,blue,annotator_1
19024_left,SE,441,393,yellow,annotator_1
19024_left,SE,294,188,yellow,annotator_1
19024_left,SE,292,167,yellow,annotator_1
19024_left,MA,310,170,red,annotator_1
19024_left,MA,69,359,red,annotator_1
19024_left,MA,58,190,red,annotator_1
19024_left,MA,334,375,red,annotator_1
19024_left,HE,196,351,blue,annotator_1
1835_right,MA,80,158,red,annotator_1
1835_right,MA,97,118,red,annotator_1
1835_right,EX,357,273,green,annotator_1
18238_left,EX,272,205,green,annotator_1
18238_left,EX,257,263,green,annotator_1
18238_left,EX,246,277,green,annotator_1
18238_left,EX,282,269,green,annotator_1
18238_left,EX,304,227,green,annotator_1
18238_left,EX,365,209,green,annotator_1
18238_left,EX,445,232,green,annotator_1
18238_left,EX,439,297,green,annotator_1
18238_left,EX,409,245,green,annotator_1
18238_left,EX,433,201,green,annotator_1
18238_left,EX,463,183,green,annotator_1
18238_left,EX,450,170,green,annotator_1
18238_left,EX,213,102,green,annotator_1
18238_left,EX,222,106,green,annotator_1
18238_left,EX,233,95,green,annotator_1
18238_left,EX,259,61,green,annotator_1
18238_left,EX,294,24,green,annotator_1
18238_left,EX,186,58,green,annotator_1
18238_left,EX,179,88,green,annotator_1
18238_left,EX,184,103,green,annotator_1
18238_left,EX,446,240,green,annotator_1
18238_left,EX,447,259,green,annotator_1
18238_left,EX,446,220,green,annotator_1
18238_left,EX,453,194,green,annotator_1
18238_left,EX,432,180,green,annotator_1
18238_left,HE,465,169,blue,annotator_1
18238_left,HE,178,393,blue,annotator_1
18238_left,HE,196,55,blue,annotator_1
18238_left,HE,251,52,blue,annotator_1
18238_left,HE,281,51,blue,annotator_1
18238_left,HE,276,28,blue,annotator_1
18238_left,HE,277,39,blue,annotator_1
18238_left,MA,269,429,red,annotator_1
18238_left,MA,284,30,red,annotator_1
18238_left,HE,267,438,blue,annotator_1
88_right,EX,398,338,green,annotator_1
88_right,EX,399,294,green,annotator_1
88_right,EX,408,279,green,annotator_1
88_right,EX,407,261,green,annotator_1
88_right,EX,422,255,green,annotator_1
88_right,EX,445,275,green,annotator_1
88_right,EX,422,312,green,annotator_1
88_right,EX,391,324,green,annotator_1
88_right,EX,401,432,green,annotator_1
88_right,EX,388,149,green,annotator_1
88_right,EX,400,177,green,annotator_1
88_right,EX,406,197,green,annotator_1
88_right,EX,10,267,green,annotator_1
88_right,EX,33,330,green,annotator_1
88_right,EX,330,256,green,annotator_1
88_right,EX,304,242,green,annotator_1
88_right,MA,338,343,red,annotator_1
88_right,MA,330,342,red,annotator_1
88_right,MA,415,415,red,annotator_1
88_right,MA,479,181,red,annotator_1
88_right,MA,434,230,red,annotator_1
88_right,MA,433,301,red,annotator_1
88_right,HE,427,285,blue,annotator_1
88_right,MA,408,356,red,annotator_1
88_right,MA,361,328,red,annotator_1
88_right,MA,374,308,red,annotator_1
88_right,MA,388,260,red,annotator_1
88_right,MA,361,244,red,annotator_1
88_right,MA,424,221,red,annotator_1
88_right,MA,448,219,red,annotator_1
88_right,MA,330,156,red,annotator_1
88_right,MA,301,180,red,annotator_1
88_right,MA,328,173,red,annotator_1
88_right,MA,248,162,red,annotator_1
88_right,MA,270,140,red,annotator_1
88_right,MA,276,125,red,annotator_1
88_right,MA,353,112,red,annotator_1
88_right,MA,325,110,red,annotator_1
88_right,MA,391,134,red,annotator_1
88_right,MA,423,133,red,annotator_1
88_right,MA,457,174,red,annotator_1
88_right,MA,257,423,red,annotator_1
88_right,MA,287,401,red,annotator_1
88_right,MA,313,395,red,annotator_1
88_right,MA,320,405,red,annotator_1
88_right,MA,317,372,red,annotator_1
88_right,MA,374,405,red,annotator_1
88_right,MA,363,442,red,annotator_1
88_right,MA,356,427,red,annotator_1
88_right,MA,377,432,red,annotator_1
88_right,MA,368,343,red,annotator_1
88_right,HE,164,267,blue,annotator_1
88_right,HE,76,139,blue,annotator_1
88_right,MA,65,131,red,annotator_1
88_right,MA,77,129,red,annotator_1
88_right,HE,105,360,blue,annotator_1
88_right,MA,137,414,red,annotator_1
88_right,MA,367,67,red,annotator_1
88_right,MA,369,83,red,annotator_1
88_right,MA,384,88,red,annotator_1
7556_right,EX,99,400,green,annotator_1
6990_right,EX,174,303,green,annotator_1
6990_right,EX,181,314,green,annotator_1
6990_right,EX,182,323,green,annotator_1
6990_right,EX,169,326,green,annotator_1
6990_right,EX,190,350,green,annotator_1
6990_right,EX,187,368,green,annotator_1
6990_right,EX,177,375,green,annotator_1
6990_right,EX,166,383,green,annotator_1
6990_right,EX,146,376,green,annotator_1
6990_right,EX,141,357,green,annotator_1
6990_right,EX,94,264,green,annotator_1
6990_right,EX,109,268,green,annotator_1
6990_right,EX,117,254,green,annotator_1
6990_right,MA,225,260,red,annotator_1
6990_right,EX,303,268,green,annotator_1
6990_right,EX,343,281,green,annotator_1
6990_right,MA,51,306,red,annotator_1
6990_right,MA,101,382,red,annotator_1
6990_right,MA,59,411,red,annotator_1
6990_right,MA,234,78,red,annotator_1
6990_right,HE,32,310,blue,annotator_1
6990_right,MA,117,291,red,annotator_1
6990_right,MA,20,252,red,annotator_1
6990_right,HE,41,321,blue,annotator_1
6990_right,MA,267,454,red,annotator_1
6990_right,MA,273,488,red,annotator_1
6990_right,MA,303,467,red,annotator_1
6990_right,MA,218,438,red,annotator_1
6990_right,EX,501,184,green,annotator_1
6916_left,MA,114,408,red,annotator_1
6446_right,HE,333,101,blue,annotator_1
6446_right,MA,164,158,red,annotator_1
6446_right,EX,308,26,green,annotator_1
6399_right,EX,176,174,green,annotator_1
6399_right,EX,186,157,green,annotator_1
6399_right,HE,407,355,blue,annotator_1
592_left,MA,258,345,red,annotator_1
592_left,MA,291,334,red,annotator_1
592_left,MA,244,373,red,annotator_1
592_left,MA,245,212,red,annotator_1
592_left,MA,393,224,red,annotator_1
5753_right,EX,345,274,green,annotator_1
5753_right,EX,306,335,green,annotator_1
5753_right,EX,335,313,green,annotator_1
5753_right,EX,350,329,green,annotator_1
5753_right,EX,357,340,green,annotator_1
5753_right,EX,379,335,green,annotator_1
5753_right,EX,392,323,green,annotator_1
5753_right,EX,397,304,green,annotator_1
5753_right,EX,386,286,green,annotator_1
5753_right,EX,371,281,green,annotator_1
5753_right,EX,360,276,green,annotator_1
5753_right,EX,378,251,green,annotator_1
5753_right,EX,391,266,green,annotator_1
5753_right,EX,401,270,green,annotator_1
5753_right,EX,392,244,green,annotator_1
5753_right,EX,410,238,green,annotator_1
5753_right,EX,423,228,green,annotator_1
5753_right,EX,437,228,green,annotator_1
5753_right,EX,345,233,green,annotator_1
5753_right,EX,411,185,green,annotator_1
5753_right,EX,420,199,green,annotator_1
5753_right,EX,429,195,green,annotator_1
5753_right,EX,436,155,green,annotator_1
5753_right,EX,420,150,green,annotator_1
5753_right,EX,451,175,green,annotator_1
5753_right,EX,457,251,green,annotator_1
5753_right,EX,471,268,green,annotator_1
5753_right,EX,479,284,green,annotator_1
5753_right,EX,488,304,green,annotator_1
5753_right,EX,494,286,green,annotator_1
5753_right,EX,459,283,green,annotator_1
5753_right,EX,427,275,green,annotator_1
5753_right,EX,423,299,green,annotator_1
5753_right,EX,414,313,green,annotator_1
5753_right,EX,400,342,green,annotator_1
5753_right,EX,386,356,green,annotator_1
5753_right,EX,402,381,green,annotator_1
5753_right,EX,416,383,green,annotator_1
5753_right,EX,397,365,green,annotator_1
5753_right,EX,438,336,green,annotator_1
5753_right,EX,459,304,green,annotator_1
5753_right,EX,486,334,green,annotator_1
5753_right,EX,473,319,green,annotator_1
5753_right,EX,218,185,green,annotator_1
5753_right,EX,47,297,green,annotator_1
5753_right,EX,34,299,green,annotator_1
5753_right,EX,21,268,green,annotator_1
5753_right,EX,40,279,green,annotator_1
5753_right,EX,57,277,green,annotator_1
5753_right,EX,42,319,green,annotator_1
5753_right,EX,23,309,green,annotator_1
5753_right,HE,392,429,blue,annotator_1
5753_right,HE,380,369,blue,annotator_1
5753_right,HE,439,325,blue,annotator_1
5753_right,HE,420,326,blue,annotator_1
5753_right,HE,367,312,blue,annotator_1
5753_right,HE,453,269,blue,annotator_1
5753_right,HE,442,290,blue,annotator_1
5753_right,HE,470,192,blue,annotator_1
5753_right,HE,492,201,blue,annotator_1
5753_right,HE,456,198,blue,annotator_1
5753_right,HE,421,170,blue,annotator_1
5753_right,HE,466,139,blue,annotator_1
5753_right,HE,480,156,blue,annotator_1
5753_right,HE,433,142,blue,annotator_1
5753_right,HE,453,111,blue,annotator_1
5753_right,HE,385,101,blue,annotator_1
5753_right,HE,388,120,blue,annotator_1
5753_right,HE,375,181,blue,annotator_1
5753_right,HE,294,276,blue,annotator_1
5753_right,MA,230,448,red,annotator_1
5753_right,HE,280,349,blue,annotator_1
5753_right,HE,109,397,blue,annotator_1
5753_right,HE,82,385,blue,annotator_1
5753_right,HE,72,406,blue,annotator_1
5753_right,HE,159,395,blue,annotator_1
5753_right,HE,166,449,blue,annotator_1
5753_right,HE,30,194,blue,annotator_1
5753_right,HE,133,313,blue,annotator_1
5753_right,MA,225,318,red,annotator_1
5753_right,MA,318,301,red,annotator_1
5753_right,MA,294,219,red,annotator_1
5753_right,MA,334,169,red,annotator_1
5753_right,HE,392,130,blue,annotator_1
5753_right,HE,305,137,blue,annotator_1
5753_right,HE,293,130,blue,annotator_1
5753_right,HE,468,339,blue,annotator_1
5753_right,HE,413,419,blue,annotator_1
5753_right,HE,418,407,blue,annotator_1
5753_right,HE,438,374,blue,annotator_1
490_left,MA,93,100,red,annotator_1
490_left,MA,96,359,red,annotator_1
490_left,EX,400,392,green,annotator_1
4692_right,EX,310,226,green,annotator_1
4692_right,EX,299,239,green,annotator_1
4692_right,EX,307,245,green,annotator_1
4692_right,MA,172,362,red,annotator_1
4692_right,MA,125,346,red,annotator_1
4692_right,MA,116,356,red,annotator_1
4692_right,MA,457,186,red,annotator_1
4692_right,MA,426,133,red,annotator_1
461_left,MA,340,253,red,annotator_1
461_left,HE,178,307,blue,annotator_1
461_left,HE,193,311,blue,annotator_1
461_left,HE,184,279,blue,annotator_1
461_left,HE,204,266,blue,annotator_1
461_left,HE,166,260,blue,annotator_1
461_left,MA,164,330,red,annotator_1
461_left,MA,144,332,red,annotator_1
461_left,MA,166,347,red,annotator_1
461_left,EX,269,344,green,annotator_1
461_left,EX,281,354,green,annotator_1
461_left,EX,268,429,green,annotator_1
461_left,EX,281,442,green,annotator_1
461_left,MA,343,322,red,annotator_1
461_left,MA,328,388,red,annotator_1
461_left,MA,298,247,red,annotator_1
461_left,MA,290,274,red,annotator_1
461_left,HE,284,331,blue,annotator_1
461_left,HE,277,370,blue,annotator_1
461_left,HE,261,372,blue,annotator_1
461_left,HE,406,263,blue,annotator_1
461_left,MA,394,264,red,annotator_1
461_left,MA,388,239,red,annotator_1
461_left,MA,459,254,red,annotator_1
461_left,EX,339,199,green,annotator_1
461_left,EX,381,184,green,annotator_1
461_left,EX,394,176,green,annotator_1
461_left,EX,409,178,green,annotator_1
461_left,EX,331,208,green,annotator_1
461_left,MA,260,199,red,annotator_1
461_left,HE,211,167,blue,annotator_1
461_left,HE,269,134,blue,annotator_1
461_left,HE,165,67,blue,annotator_1
461_left,HE,356,141,blue,annotator_1
41725_right,MA,206,197,red,annotator_1
41725_right,MA,264,305,red,annotator_1
37089_right,EX,433,218,green,annotator_1
37089_right,EX,473,204,green,annotator_1
37089_right,EX,447,189,green,annotator_1
37089_right,EX,477,160,green,annotator_1
37089_right,EX,272,228,green,annotator_1
37089_right,EX,294,234,green,annotator_1
37089_right,SE,363,235,yellow,annotator_1
37089_right,SE,357,258,yellow,annotator_1
37089_right,MA,252,443,red,annotator_1
37089_right,MA,429,135,red,annotator_1
37089_right,MA,429,119,red,annotator_1
37089_right,HE,209,82,blue,annotator_1
37089_right,HE,126,418,blue,annotator_1
37089_right,HE,116,444,blue,annotator_1
37089_right,HE,453,245,blue,annotator_1
37089_right,HE,393,226,blue,annotator_1
37089_right,HE,376,200,blue,annotator_1
37089_right,HE,418,151,blue,annotator_1
37089_right,MA,369,370,red,annotator_1
37089_right,MA,377,415,red,annotator_1
37089_right,HE,123,394,blue,annotator_1
37089_right,HE,95,370,blue,annotator_1
37089_right,HE,93,381,blue,annotator_1
37089_right,HE,95,430,blue,annotator_1
37089_right,HE,84,430,blue,annotator_1
37089_right,MA,480,295,red,annotator_1
37089_right,HE,481,247,blue,annotator_1
37017_left,MA,321,323,red,annotator_1
37017_left,MA,151,397,red,annotator_1
37017_left,MA,156,346,red,annotator_1
37017_left,MA,217,353,red,annotator_1
37017_left,MA,189,147,red,annotator_1
37017_left,MA,162,65,red,annotator_1
37017_left,MA,417,125,red,annotator_1
37017_left,HE,471,260,blue,annotator_1
37017_left,HE,484,241,blue,annotator_1
37017_left,HE,496,259,blue,annotator_1
37017_left,HE,350,428,blue,annotator_1
37017_left,HE,311,384,blue,annotator_1
37017_left,HE,302,396,blue,annotator_1
37017_left,HE,306,367,blue,annotator_1
37017_left,HE,323,352,blue,annotator_1
37017_left,HE,357,318,blue,annotator_1
37017_left,HE,274,323,blue,annotator_1
37017_left,HE,105,371,blue,annotator_1
37017_left,HE,118,376,blue,annotator_1
37017_left,HE,228,150,blue,annotator_1
37017_left,HE,97,121,blue,annotator_1
37017_left,HE,137,82,blue,annotator_1
37017_left,HE,308,90,blue,annotator_1
37017_left,HE,275,60,blue,annotator_1
37017_left,HE,362,115,blue,annotator_1
37017_left,HE,374,115,blue,annotator_1
37017_left,HE,382,120,blue,annotator_1
37017_left,HE,376,135,blue,annotator_1
37017_left,HE,396,150,blue,annotator_1
37017_left,HE,385,141,blue,annotator_1
37017_left,HE,400,161,blue,annotator_1
37017_left,HE,434,417,blue,annotator_1
37017_left,MA,435,386,red,annotator_1
37017_left,MA,127,122,red,annotator_1
37017_left,MA,139,121,red,annotator_1
37017_left,MA,342,269,red,annotator_1
37017_left,MA,363,221,red,annotator_1
37017_left,MA,326,259,red,annotator_1
37017_left,HE,353,408,blue,annotator_1
37017_left,HE,338,380,blue,annotator_1
37017_left,HE,339,370,blue,annotator_1
37017_left,EX,378,385,green,annotator_1
37017_left,EX,391,377,green,annotator_1
37017_left,EX,378,396,green,annotator_1
37017_left,EX,323,279,green,annotator_1
37017_left,EX,215,306,green,annotator_1
37017_left,EX,221,286,green,annotator_1
37017_left,EX,203,282,green,annotator_1
37017_left,EX,190,304,green,annotator_1
37017_left,EX,205,322,green,annotator_1
37017_left,EX,319,181,green,annotator_1
37017_left,EX,327,163,green,annotator_1
37017_left,EX,303,174,green,annotator_1
37017_left,EX,214,168,green,annotator_1
37017_left,EX,273,141,green,annotator_1
37017_left,EX,167,199,green,annotator_1
37017_left,EX,119,182,green,annotator_1
37017_left,EX,204,111,green,annotator_1
37017_left,HE,217,92,blue,annotator_1
37017_left,HE,107,437,blue,annotator_1
37017_left,HE,249,415,blue,annotator_1
37017_left,HE,316,457,blue,annotator_1
37017_left,HE,295,432,blue,annotator_1
37017_left,MA,470,216,red,annotator_1
37017_left,MA,287,263,red,annotator_1
36932_right,HE,281,391,blue,annotator_1
36932_right,HE,324,398,blue,annotator_1
36932_right,MA,329,405,red,annotator_1
36932_right,EX,336,251,green,annotator_1
368_left,MA,329,240,red,annotator_1
368_left,MA,203,403,red,annotator_1
368_left,MA,432,213,red,annotator_1
33867_right,EX,163,335,green,annotator_1
33867_right,EX,150,324,green,annotator_1
32702_left,EX,412,106,green,annotator_1
29618_left,MA,273,299,red,annotator_1
29618_left,HE,277,306,blue,annotator_1
29618_left,EX,310,201,green,annotator_1
29618_left,EX,322,206,green,annotator_1
29422_left,MA,462,167,red,annotator_1
29133_right,EX,350,443,green,annotator_1
29133_right,EX,279,10,green,annotator_1
29133_right,MA,67,221,red,annotator_1
29133_right,MA,96,128,red,annotator_1
29133_right,HE,84,105,blue,annotator_1
27677_right,MA,247,324,red,annotator_1
27677_right,HE,121,404,blue,annotator_1
27677_right,MA,225,374,red,annotator_1
27677_right,HE,456,322,blue,annotator_1
27677_right,HE,414,267,blue,annotator_1
27168_left,EX,389,264,green,annotator_1
27168_left,EX,386,250,green,annotator_1
27168_left,EX,395,250,green,annotator_1
27168_left,EX,358,233,green,annotator_1
27168_left,EX,345,248,green,annotator_1
27168_left,EX,324,456,green,annotator_1
27168_left,EX,108,229,green,annotator_1
27168_left,EX,100,296,green,annotator_1
27168_left,MA,292,265,red,annotator_1
27168_left,EX,317,142,green,annotator_1
26878_right,MA,103,421,red,annotator_1
26878_right,MA,106,408,red,annotator_1
26878_right,EX,137,196,green,annotator_1
26878_right,MA,209,219,red,annotator_1
26878_right,HE,250,169,blue,annotator_1
26878_right,MA,203,357,red,annotator_1
26878_right,HE,51,398,blue,annotator_1
26878_right,HE,53,170,blue,annotator_1
26878_right,HE,381,66,blue,annotator_1
26878_right,HE,415,61,blue,annotator_1
26878_right,HE,123,99,blue,annotator_1
26702_left,HE,119,401,blue,annotator_1
26674_right,HE,234,364,blue,annotator_1
26674_right,HE,53,400,blue,annotator_1
26127_right,HE,135,349,blue,annotator_1
26127_right,MA,143,376,red,annotator_1
26127_right,MA,266,371,red,annotator_1
26127_right,EX,206,188,green,annotator_1
23456_right,MA,201,316,red,annotator_1
21982_left,MA,105,423,red,annotator_1
21982_left,MA,82,413,red,annotator_1
21982_left,HE,88,429,blue,annotator_1
21982_left,HE,69,419,blue,annotator_1
21982_left,HE,47,309,blue,annotator_1
21982_left,HE,31,167,blue,annotator_1
21982_left,HE,36,188,blue,annotator_1
21982_left,HE,69,111,blue,annotator_1
21982_left,HE,90,86,blue,annotator_1
21982_left,MA,69,135,red,annotator_1
21982_left,HE,89,163,blue,annotator_1
21982_left,HE,47,129,blue,annotator_1
21982_left,MA,104,122,red,annotator_1
21982_left,MA,386,80,red,annotator_1
21982_left,MA,158,295,red,annotator_1
20802_left,MA,63,213,red,annotator_1
20802_left,HE,86,210,blue,annotator_1
20802_left,MA,265,82,red,annotator_1
